accessibility.chat.tts.says,chat.type.text.narrate
tile.glazedTerracottaLime.name,block.minecraft.lime_glazed_terracotta
tile.glazedTerracottaPink.name,block.minecraft.pink_glazed_terracotta
tile.glazedTerracottaGray.name,block.minecraft.gray_glazed_terracotta
tile.glazedTerracottaSilver.name,block.minecraft.light_gray_glazed_terracotta
tile.glazedTerracottaCyan.name,block.minecraft.cyan_glazed_terracotta
tile.glazedTerracottaPurple.name,block.minecraft.purple_glazed_terracotta
tile.glazedTerracottaBlue.name,block.minecraft.blue_glazed_terracotta
tile.glazedTerracottaBrown.name,block.minecraft.brown_glazed_terracotta
tile.glazedTerracottaGreen.name,block.minecraft.green_glazed_terracotta
tile.glazedTerracottaRed.name,block.minecraft.red_glazed_terracotta
tile.glazedTerracottaBlack.name,block.minecraft.black_glazed_terracotta
tile.concretePowder.black.name,block.minecraft.black_concrete_powder
tile.concretePowder.red.name,block.minecraft.red_concrete_powder
tile.concretePowder.green.name,block.minecraft.green_concrete_powder
tile.concretePowder.brown.name,block.minecraft.brown_concrete_powder
tile.concretePowder.blue.name,block.minecraft.blue_concrete_powder
tile.concretePowder.purple.name,block.minecraft.purple_concrete_powder
tile.concretePowder.cyan.name,block.minecraft.cyan_concrete_powder
tile.concretePowder.silver.name,block.minecraft.light_gray_concrete_powder
tile.concretePowder.gray.name,block.minecraft.gray_concrete_powder
tile.concretePowder.pink.name,block.minecraft.pink_concrete_powder
tile.concretePowder.lime.name,block.minecraft.lime_concrete_powder
tile.concretePowder.yellow.name,block.minecraft.yellow_concrete_powder
tile.concretePowder.lightBlue.name,block.minecraft.light_blue_concrete_powder
tile.concretePowder.magenta.name,block.minecraft.magenta_concrete_powder
tile.concretePowder.orange.name,block.minecraft.orange_concrete_powder
tile.concretePowder.white.name,block.minecraft.white_concrete_powder
tile.stripped_spruce_log.name,block.minecraft.stripped_spruce_log
tile.stripped_dark_oak_log.name,block.minecraft.stripped_dark_oak_log
tile.stripped_birch_log.name,block.minecraft.stripped_birch_log
tile.stripped_jungle_log.name,block.minecraft.stripped_jungle_log
tile.stripped_oak_log.name,block.minecraft.stripped_oak_log
tile.stripped_acacia_log.name,block.minecraft.stripped_acacia_log
tile.bamboo.name,block.minecraft.bamboo
tile.scaffolding.name,block.minecraft.scaffolding
tile.grindstone.name,block.minecraft.grindstone
tile.cartography_table.name,container.cartography_table
tile.lantern.name,block.minecraft.lantern
tile.soul_lantern.name,block.minecraft.soul_lantern
tile.smoker.name,container.smoker
tile.smithing_table.name,block.minecraft.smithing_table
tile.barrel.name,container.barrel
tile.campfire.name,block.minecraft.campfire
tile.loom.name,container.loom
tile.lectern.name,container.lectern
tile.sweet_berry_bush.name,block.minecraft.sweet_berry_bush
tile.wood.oak.name,block.minecraft.oak_wood
tile.wood.spruce.name,block.minecraft.spruce_wood
tile.wood.birch.name,block.minecraft.birch_wood
tile.wood.jungle.name,block.minecraft.jungle_wood
tile.wood.acacia.name,block.minecraft.acacia_wood
tile.wood.dark_oak.name,block.minecraft.dark_oak_wood
tile.wood.stripped.oak.name,block.minecraft.stripped_oak_wood
tile.wood.stripped.spruce.name,block.minecraft.stripped_spruce_wood
tile.wood.stripped.birch.name,block.minecraft.stripped_birch_wood
tile.wood.stripped.jungle.name,block.minecraft.stripped_jungle_wood
tile.wood.stripped.acacia.name,block.minecraft.stripped_acacia_wood
tile.wood.stripped.dark_oak.name,block.minecraft.stripped_dark_oak_wood
tile.netherite_block.name,block.minecraft.netherite_block
tile.ancient_debris.name,block.minecraft.ancient_debris
tile.nether_gold_ore.name,block.minecraft.nether_gold_ore
tile.respawn_anchor.name,block.minecraft.respawn_anchor
tile.crying_obsidian.name,block.minecraft.crying_obsidian
tile.powder_snow.name,block.minecraft.powder_snow
tile.deepslate.name,block.minecraft.deepslate
tile.infested_deepslate.name,block.minecraft.infested_deepslate
tile.cobbled_deepslate.name,block.minecraft.cobbled_deepslate
tile.dripstone_block.name,block.minecraft.dripstone_block
tile.pointed_dripstone.name,block.minecraft.pointed_dripstone
tile.cobbled_deepslate_slab.name,block.minecraft.cobbled_deepslate_slab
tile.cobbled_deepslate_stairs.name,block.minecraft.cobbled_deepslate_stairs
tile.cobbled_deepslate_wall.name,block.minecraft.cobbled_deepslate_wall
tile.polished_deepslate.name,block.minecraft.polished_deepslate
tile.polished_deepslate_slab.name,block.minecraft.polished_deepslate_slab
tile.polished_deepslate_stairs.name,block.minecraft.polished_deepslate_stairs
tile.polished_deepslate_wall.name,block.minecraft.polished_deepslate_wall
tile.deepslate_tiles.name,block.minecraft.deepslate_tiles
tile.deepslate_tile_slab.name,block.minecraft.deepslate_tile_slab
tile.deepslate_tile_stairs.name,block.minecraft.deepslate_tile_stairs
tile.deepslate_tile_wall.name,block.minecraft.deepslate_tile_wall
tile.deepslate_bricks.name,block.minecraft.deepslate_bricks
tile.deepslate_brick_slab.name,block.minecraft.deepslate_brick_slab
tile.deepslate_brick_stairs.name,block.minecraft.deepslate_brick_stairs
tile.deepslate_brick_wall.name,block.minecraft.deepslate_brick_wall
tile.chiseled_deepslate.name,block.minecraft.chiseled_deepslate
tile.deepslate_lapis_ore.name,block.minecraft.deepslate_lapis_ore
tile.deepslate_iron_ore.name,block.minecraft.deepslate_iron_ore
tile.deepslate_gold_ore.name,block.minecraft.deepslate_gold_ore
tile.deepslate_redstone_ore.name,block.minecraft.deepslate_redstone_ore
tile.deepslate_diamond_ore.name,block.minecraft.deepslate_diamond_ore
tile.deepslate_coal_ore.name,block.minecraft.deepslate_coal_ore
tile.deepslate_emerald_ore.name,block.minecraft.deepslate_emerald_ore
tile.deepslate_copper_ore.name,block.minecraft.deepslate_copper_ore
tile.cracked_deepslate_tiles.name,block.minecraft.cracked_deepslate_tiles
tile.cracked_deepslate_bricks.name,block.minecraft.cracked_deepslate_bricks
tile.pitcher_plant.name,item.minecraft.pitcher_plant
tile.sniffer_egg.name,block.minecraft.sniffer_egg
tile.torchflower.name,block.minecraft.torchflower
item.copper_ingot.name,item.minecraft.copper_ingot
item.raw_copper.name,item.minecraft.raw_copper
item.raw_iron.name,item.minecraft.raw_iron
item.raw_gold.name,item.minecraft.raw_gold
tile.copper_block.name,block.minecraft.copper_block
tile.exposed_copper.name,block.minecraft.exposed_copper
tile.weathered_copper.name,block.minecraft.weathered_copper
tile.oxidized_copper.name,block.minecraft.oxidized_copper
tile.waxed_copper.name,block.minecraft.waxed_copper_block
tile.waxed_exposed_copper.name,block.minecraft.waxed_exposed_copper
tile.waxed_weathered_copper.name,block.minecraft.waxed_weathered_copper
tile.waxed_oxidized_copper.name,block.minecraft.waxed_oxidized_copper
tile.cut_copper.name,block.minecraft.cut_copper
tile.exposed_cut_copper.name,block.minecraft.exposed_cut_copper
tile.weathered_cut_copper.name,block.minecraft.weathered_cut_copper
tile.oxidized_cut_copper.name,block.minecraft.oxidized_cut_copper
tile.waxed_cut_copper.name,block.minecraft.waxed_cut_copper
tile.waxed_exposed_cut_copper.name,block.minecraft.waxed_exposed_cut_copper
tile.waxed_weathered_cut_copper.name,block.minecraft.waxed_weathered_cut_copper
tile.waxed_oxidized_cut_copper.name,block.minecraft.waxed_oxidized_cut_copper
tile.cut_copper_stairs.name,block.minecraft.cut_copper_stairs
tile.exposed_cut_copper_stairs.name,block.minecraft.exposed_cut_copper_stairs
tile.weathered_cut_copper_stairs.name,block.minecraft.weathered_cut_copper_stairs
tile.oxidized_cut_copper_stairs.name,block.minecraft.oxidized_cut_copper_stairs
tile.waxed_cut_copper_stairs.name,block.minecraft.waxed_cut_copper_stairs
tile.waxed_exposed_cut_copper_stairs.name,block.minecraft.waxed_exposed_cut_copper_stairs
tile.waxed_weathered_cut_copper_stairs.name,block.minecraft.waxed_weathered_cut_copper_stairs
tile.waxed_oxidized_cut_copper_stairs.name,block.minecraft.waxed_oxidized_cut_copper_stairs
tile.cut_copper_slab.name,block.minecraft.cut_copper_slab
tile.exposed_cut_copper_slab.name,block.minecraft.exposed_cut_copper_slab
tile.weathered_cut_copper_slab.name,block.minecraft.weathered_cut_copper_slab
tile.oxidized_cut_copper_slab.name,block.minecraft.oxidized_cut_copper_slab
tile.waxed_cut_copper_slab.name,block.minecraft.waxed_cut_copper_slab
tile.waxed_exposed_cut_copper_slab.name,block.minecraft.waxed_exposed_cut_copper_slab
tile.waxed_weathered_cut_copper_slab.name,block.minecraft.waxed_weathered_cut_copper_slab
tile.waxed_oxidized_cut_copper_slab.name,block.minecraft.waxed_oxidized_cut_copper_slab
tile.raw_copper_block.name,block.minecraft.raw_copper_block
tile.raw_iron_block.name,block.minecraft.raw_iron_block
tile.raw_gold_block.name,block.minecraft.raw_gold_block
hudScreen.tooltip.waxOn,advancements.husbandry.wax_on.title
hudScreen.tooltip.waxOff,advancements.husbandry.wax_off.title
tile.candle.name,block.minecraft.candle
tile.white_candle.name,block.minecraft.white_candle
tile.orange_candle.name,block.minecraft.orange_candle
tile.magenta_candle.name,block.minecraft.magenta_candle
tile.light_blue_candle.name,block.minecraft.light_blue_candle
tile.yellow_candle.name,block.minecraft.yellow_candle
tile.lime_candle.name,block.minecraft.lime_candle
tile.pink_candle.name,block.minecraft.pink_candle
tile.gray_candle.name,block.minecraft.gray_candle
tile.light_gray_candle.name,block.minecraft.light_gray_candle
tile.cyan_candle.name,block.minecraft.cyan_candle
tile.purple_candle.name,block.minecraft.purple_candle
tile.blue_candle.name,block.minecraft.blue_candle
tile.brown_candle.name,block.minecraft.brown_candle
tile.green_candle.name,block.minecraft.green_candle
tile.red_candle.name,block.minecraft.red_candle
tile.black_candle.name,block.minecraft.black_candle
tile.candle_cake.name,block.minecraft.candle_cake
tile.white_candle_cake.name,block.minecraft.white_candle_cake
tile.orange_candle_cake.name,block.minecraft.orange_candle_cake
tile.magenta_candle_cake.name,block.minecraft.magenta_candle_cake
tile.light_blue_candle_cake.name,block.minecraft.light_blue_candle_cake
tile.yellow_candle_cake.name,block.minecraft.yellow_candle_cake
tile.lime_candle_cake.name,block.minecraft.lime_candle_cake
tile.pink_candle_cake.name,block.minecraft.pink_candle_cake
tile.gray_candle_cake.name,block.minecraft.gray_candle_cake
tile.light_gray_candle_cake.name,block.minecraft.light_gray_candle_cake
tile.cyan_candle_cake.name,block.minecraft.cyan_candle_cake
tile.purple_candle_cake.name,block.minecraft.purple_candle_cake
tile.blue_candle_cake.name,block.minecraft.blue_candle_cake
tile.brown_candle_cake.name,block.minecraft.brown_candle_cake
tile.green_candle_cake.name,block.minecraft.green_candle_cake
tile.red_candle_cake.name,block.minecraft.red_candle_cake
tile.black_candle_cake.name,block.minecraft.black_candle_cake
item.spyglass.name,item.minecraft.spyglass
item.amethyst_shard.name,item.minecraft.amethyst_shard
tile.amethyst_block.name,block.minecraft.amethyst_block
tile.budding_amethyst.name,block.minecraft.budding_amethyst
tile.amethyst_cluster.name,block.minecraft.amethyst_cluster
tile.large_amethyst_bud.name,block.minecraft.large_amethyst_bud
tile.medium_amethyst_bud.name,block.minecraft.medium_amethyst_bud
tile.small_amethyst_bud.name,block.minecraft.small_amethyst_bud
tile.tuff.name,block.minecraft.tuff
tile.calcite.name,block.minecraft.calcite
tile.tinted_glass.name,block.minecraft.tinted_glass
tile.smooth_basalt.name,block.minecraft.smooth_basalt
tipped_arrow.effect.empty,item.minecraft.tipped_arrow.effect.thick
tipped_arrow.effect.mundane,item.minecraft.tipped_arrow.effect.mundane
tipped_arrow.effect.thick,item.minecraft.tipped_arrow.effect.thick
tipped_arrow.effect.awkward,item.minecraft.tipped_arrow.effect.awkward
tipped_arrow.effect.nightVision,item.minecraft.tipped_arrow.effect.night_vision
tipped_arrow.effect.invisibility,item.minecraft.tipped_arrow.effect.invisibility
tipped_arrow.effect.jump,item.minecraft.tipped_arrow.effect.leaping
tipped_arrow.effect.fireResistance,item.minecraft.tipped_arrow.effect.fire_resistance
tipped_arrow.effect.moveSpeed,item.minecraft.tipped_arrow.effect.swiftness
tipped_arrow.effect.moveSlowdown,item.minecraft.tipped_arrow.effect.slowness
tipped_arrow.effect.water,item.minecraft.tipped_arrow.effect.water
tipped_arrow.effect.waterBreathing,item.minecraft.tipped_arrow.effect.water_breathing
tipped_arrow.effect.heal,item.minecraft.tipped_arrow.effect.healing
tipped_arrow.effect.harm,item.minecraft.tipped_arrow.effect.harming
tipped_arrow.effect.poison,item.minecraft.tipped_arrow.effect.poison
tipped_arrow.effect.regeneration,item.minecraft.tipped_arrow.effect.regeneration
tipped_arrow.effect.damageBoost,item.minecraft.tipped_arrow.effect.strength
tipped_arrow.effect.weakness,item.minecraft.tipped_arrow.effect.weakness
tipped_arrow.effect.levitation,item.minecraft.tipped_arrow.effect.levitation
tipped_arrow.effect.luck,item.minecraft.tipped_arrow.effect.luck
tipped_arrow.effect.turtleMaster,item.minecraft.tipped_arrow.effect.turtle_master
tipped_arrow.effect.slowFalling,item.minecraft.tipped_arrow.effect.slow_falling
structure_block.title,block.minecraft.structure_block
structure_block.structure_name,structure_block.structure_name
structure_block.mode.save,structure_block.mode.save
structure_block.mode.load,structure_block.mode.load
structure_block.mode.corner,structure_block.mode.corner
structure_block.mode.data,structure_block.mode.data
structure_block.include_entities,structure_block.include_entities
structure_block.show_bounding_box,structure_block.show_boundingbox
structure_block.place_by_none,gui.none
structure_block.off,options.ao.off
structure_block.detect,structure_block.button.detect_size
structure_block.corner,structure_block.mode.corner
structure_block.reset,controls.reset
structure_block.save,structure_block.mode.save
structure_block.load,structure_block.mode.load
structure_block.mirror.none,gui.none
structure_block.exportFailedTitle,selectWorld.edit.export_worldgen_settings.failure
3d_export.off,options.ao.off
3d_export.remove,mco.configure.world.invites.remove.tooltip
3d_export.reset,controls.reset
translation.test.args,translation.test.args
translation.test.complex,translation.test.complex
translation.test.escape,translation.test.escape
translation.test.invalid,translation.test.invalid
translation.test.invalid2,translation.test.invalid2
translation.test.none,translation.test.none
translation.test.world,translation.test.world
trial.tabbed_upsell.minecraft.title,advancements.story.root.title
trial.tabbed_upsell.multiplayer.title,key.categories.multiplayer
trial.tabbed_upsell.creative.title,selectWorld.gameMode.creative
trial.survival.mode.title,selectWorld.gameMode.survival
trial.creative.mode.title,selectWorld.gameMode.creative
xbox.signin.error.pocket.line2,selectWorld.gameMode.spectator.line2
xbox.profile.report,gui.socialInteractions.report
xbox.report.area.skin,gui.abuseReport.type.skin
xbox.report.area.gameplay,key.categories.gameplay
xbox.report.hateSpeech,gui.abuseReport.reason.hate_speech
xbox.report.terrorismOrViolentExtremism,gui.abuseReport.reason.terrorism_or_violent_extremism
xbox.report.childSexualExploitationOrAbuse,gui.abuseReport.reason.child_sexual_exploitation_or_abuse
xbox.report.nonConsensualIntimateImagery,gui.abuseReport.reason.non_consensual_intimate_imagery
xbox.report.harassment,gui.abuseReport.reason.harassment_or_bullying
xbox.report.advertising,gui.banned.reason.spam_or_advertising
xbox.report.selfHarm,gui.abuseReport.reason.self_harm_or_suicide
safety.bannedSkin.button,mco.snapshotRealmsPopup.urlText
platform.model.unknown,mco.backup.unknown
compliance.playtime.greaterThan24Hours,compliance.playtime.greaterThan24Hours
compliance.playtime.message,compliance.playtime.message
pack.authors.none,mco.backup.unknown
manifestvalidation.delete,selectWorld.delete
manifestvalidation.delete.confirm_delete,selectWorld.deleteButton
manifestvalidation.delete.confirm_goBack,dataPack.validation.back
addServer.add,addServer.add
externalServerScreen.addServer,selectServer.add
addServer.enterIp,addServer.enterIp
addServer.enterName,addServer.enterName
addServer.hideAddress,addServer.hideAddress
addServer.resourcePack,addServer.resourcePack
addServer.resourcePack.disabled,addServer.resourcePack.disabled
addServer.resourcePack.enabled,addServer.resourcePack.enabled
addServer.resourcePack.prompt,addServer.resourcePack.prompt
addServer.title,addServer.title
externalServerScreen.serverName,mco.configure.world.invite.profile.name
